position,RM
minutes,4054.0
passes_completed,1407.0
passes,1944.0
dribbles_completed,56.0
dribbles,80.0
passes_completed_short,620.0
passes_short,730.0
passes_completed_medium,634.0
passes_medium,790.0
passes_completed_long,137.0
passes_long,346.0
passes_total_distance,25321.0
passes_free_kicks,49.0
through_balls,1.0
passes_pressure,294.0
passes_switches,87.0
crosses,150.0
corner_kicks,44.0
passes_intercepted,46.0
passes_blocked,85.0
dispossessed,58.0
goals,2.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,39.0
shots_on_target,12.0
sca,97.0
gca,8.0
xg,1.6
crosses_into_penalty_area,21.0
passes_into_final_third,115.0
passes_into_penalty_area,39.0
progressive_passes,156.0
carry_progressive_distance,4617.0
assisted_shots,55.0
fouled,50.0
pens_won,0.0
tackles,129.0
interceptions,45.0
blocks,89.0
tackles_won,69.0
dribble_tackles,42.0
dribbles_vs,96.0
pressures,842.0
pressure_regains,247.0
clearances,64.0
errors,1.0
aerials_won,41.0
aerials_lost,70.0
ball_recoveries,376.0
pens_conceded,0.0
fouls,70.0
cards_yellow_red,1.0
