position,RM
passes_completed,0.3326271186440678
passes,0.4533898305084746
dribbles_completed,0.0211864406779661
dribbles,0.03389830508474576
passes_completed_short,0.163135593220339
passes_short,0.17796610169491525
passes_completed_medium,0.10805084745762712
passes_medium,0.1440677966101695
passes_completed_long,0.048728813559322036
passes_long,0.1038135593220339
passes_total_distance,5.987288135593221
passes_free_kicks,0.01694915254237288
through_balls,0.0
passes_pressure,0.09322033898305085
passes_switches,0.029661016949152543
crosses,0.048728813559322036
corner_kicks,0.014830508474576272
passes_intercepted,0.00423728813559322
passes_blocked,0.012711864406779662
dispossessed,0.012711864406779662
goals,0.0
assists,0.00423728813559322
pens_made,0.0
pens_att,0.0
shots_total,0.01059322033898305
shots_on_target,0.0
sca,0.03177966101694915
gca,0.00847457627118644
xg,0.0008474576271186442
crosses_into_penalty_area,0.00423728813559322
passes_into_final_third,0.025423728813559324
passes_into_penalty_area,0.01694915254237288
progressive_passes,0.038135593220338986
carry_progressive_distance,1.5932203389830508
assisted_shots,0.01059322033898305
fouled,0.00847457627118644
pens_won,0.0
tackles,0.014830508474576272
interceptions,0.00847457627118644
blocks,0.019067796610169493
tackles_won,0.00211864406779661
dribble_tackles,0.00423728813559322
dribbles_vs,0.019067796610169493
pressures,0.2288135593220339
pressure_regains,0.05296610169491525
clearances,0.01694915254237288
errors,0.0
aerials_won,0.006355932203389831
aerials_lost,0.00423728813559322
ball_recoveries,0.08898305084745763
pens_conceded,0.0
fouls,0.01059322033898305
cards_yellow_red,0.0
