position,LB
minutes,2377.0
passes_completed,1092.0
passes,1455.0
dribbles_completed,25.0
dribbles,35.0
passes_completed_short,522.0
passes_short,599.0
passes_completed_medium,461.0
passes_medium,576.0
passes_completed_long,97.0
passes_long,224.0
passes_total_distance,18560.0
passes_free_kicks,11.0
through_balls,2.0
passes_pressure,201.0
passes_switches,31.0
crosses,69.0
corner_kicks,1.0
passes_intercepted,39.0
passes_blocked,57.0
dispossessed,19.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,44.0
gca,5.0
xg,0.1
crosses_into_penalty_area,10.0
passes_into_final_third,93.0
passes_into_penalty_area,29.0
progressive_passes,143.0
carry_progressive_distance,3863.0
assisted_shots,26.0
fouled,9.0
pens_won,0.0
tackles,44.0
interceptions,41.0
blocks,40.0
tackles_won,24.0
dribble_tackles,18.0
dribbles_vs,51.0
pressures,335.0
pressure_regains,101.0
clearances,52.0
errors,0.0
aerials_won,21.0
aerials_lost,7.0
ball_recoveries,265.0
pens_conceded,1.0
fouls,48.0
cards_yellow_red,0.0
