position,RM
minutes,3266.0
passes_completed,1438.0
passes,1787.0
dribbles_completed,151.0
dribbles,285.0
passes_completed_short,773.0
passes_short,891.0
passes_completed_medium,542.0
passes_medium,648.0
passes_completed_long,98.0
passes_long,179.0
passes_total_distance,22908.0
passes_free_kicks,41.0
through_balls,1.0
passes_pressure,251.0
passes_switches,39.0
crosses,88.0
corner_kicks,4.0
passes_intercepted,46.0
passes_blocked,61.0
dispossessed,79.0
goals,7.0
assists,1.0
pens_made,0.0
pens_att,1.0
shots_total,55.0
shots_on_target,25.0
sca,108.0
gca,5.0
xg,5.1
crosses_into_penalty_area,13.0
passes_into_final_third,76.0
passes_into_penalty_area,35.0
progressive_passes,118.0
carry_progressive_distance,11095.0
assisted_shots,36.0
fouled,83.0
pens_won,4.0
tackles,90.0
interceptions,43.0
blocks,82.0
tackles_won,50.0
dribble_tackles,42.0
dribbles_vs,102.0
pressures,657.0
pressure_regains,190.0
clearances,56.0
errors,0.0
aerials_won,47.0
aerials_lost,40.0
ball_recoveries,292.0
pens_conceded,1.0
fouls,57.0
cards_yellow_red,0.0
