position,LB
minutes,916.0
passes_completed,380.0
passes,513.0
dribbles_completed,3.0
dribbles,5.0
passes_completed_short,154.0
passes_short,180.0
passes_completed_medium,156.0
passes_medium,195.0
passes_completed_long,67.0
passes_long,120.0
passes_total_distance,7670.0
passes_free_kicks,5.0
through_balls,0.0
passes_pressure,105.0
passes_switches,20.0
crosses,34.0
corner_kicks,0.0
passes_intercepted,13.0
passes_blocked,22.0
dispossessed,7.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,21.0
gca,0.0
xg,0.0
crosses_into_penalty_area,13.0
passes_into_final_third,19.0
passes_into_penalty_area,16.0
progressive_passes,30.0
carry_progressive_distance,1092.0
assisted_shots,13.0
fouled,15.0
pens_won,0.0
tackles,22.0
interceptions,12.0
blocks,19.0
tackles_won,13.0
dribble_tackles,9.0
dribbles_vs,24.0
pressures,133.0
pressure_regains,30.0
clearances,20.0
errors,0.0
aerials_won,7.0
aerials_lost,5.0
ball_recoveries,93.0
pens_conceded,1.0
fouls,13.0
cards_yellow_red,1.0
