position,RW
passes_completed,0.45669934640522875
passes,0.5974945533769063
dribbles_completed,0.02287581699346405
dribbles,0.0329520697167756
passes_completed_short,0.22194989106753812
passes_short,0.25953159041394336
passes_completed_medium,0.16802832244008714
passes_medium,0.2028867102396514
passes_completed_long,0.05991285403050109
passes_long,0.10920479302832244
passes_total_distance,8.220315904139433
passes_free_kicks,0.012254901960784314
through_balls,0.0013616557734204794
passes_pressure,0.11492374727668846
passes_switches,0.02750544662309368
crosses,0.034586056644880174
corner_kicks,0.0460239651416122
passes_intercepted,0.012799564270152506
passes_blocked,0.02287581699346405
dispossessed,0.018790849673202614
goals,0.0029956427015250544
assists,0.0032679738562091504
pens_made,0.0010893246187363835
pens_att,0.0010893246187363835
shots_total,0.0264161220043573
shots_on_target,0.011165577342047931
sca,0.056917211328976036
gca,0.007352941176470588
xg,0.0025599128540305005
crosses_into_penalty_area,0.004629629629629629
passes_into_final_third,0.027777777777777776
passes_into_penalty_area,0.020969498910675382
progressive_passes,0.05228758169934641
carry_progressive_distance,2.383986928104575
assisted_shots,0.03104575163398693
fouled,0.01824618736383442
pens_won,0.0005446623093681918
tackles,0.015250544662309368
interceptions,0.004901960784313725
blocks,0.009531590413943355
tackles_won,0.010076252723311547
dribble_tackles,0.0032679738562091504
dribbles_vs,0.013888888888888888
pressures,0.20261437908496732
pressure_regains,0.056372549019607844
clearances,0.003812636165577342
errors,0.0
aerials_won,0.0024509803921568627
aerials_lost,0.005991285403050109
ball_recoveries,0.07516339869281045
pens_conceded,0.0
fouls,0.006263616557734205
cards_yellow_red,0.0
