position,RB
passes_completed,0.42162698412698413
passes,0.5386904761904762
dribbles_completed,0.002976190476190476
dribbles,0.010912698412698412
passes_completed_short,0.2251984126984127
passes_short,0.25
passes_completed_medium,0.16071428571428573
passes_medium,0.2003968253968254
passes_completed_long,0.030753968253968252
passes_long,0.07142857142857142
passes_total_distance,6.85515873015873
passes_free_kicks,0.003968253968253968
through_balls,0.0
passes_pressure,0.09027777777777778
passes_switches,0.006944444444444444
crosses,0.016865079365079364
corner_kicks,0.0
passes_intercepted,0.00992063492063492
passes_blocked,0.020833333333333332
dispossessed,0.006944444444444444
goals,0.001984126984126984
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.013888888888888888
shots_on_target,0.001984126984126984
sca,0.015873015873015872
gca,0.0
xg,0.0007936507936507937
crosses_into_penalty_area,0.002976190476190476
passes_into_final_third,0.023809523809523808
passes_into_penalty_area,0.006944444444444444
progressive_passes,0.026785714285714284
carry_progressive_distance,0.9603174603174603
assisted_shots,0.00496031746031746
fouled,0.020833333333333332
pens_won,0.0
tackles,0.03968253968253968
interceptions,0.010912698412698412
blocks,0.021825396825396824
tackles_won,0.021825396825396824
dribble_tackles,0.013888888888888888
dribbles_vs,0.037698412698412696
pressures,0.19047619047619047
pressure_regains,0.0625
clearances,0.03869047619047619
errors,0.0
aerials_won,0.020833333333333332
aerials_lost,0.012896825396825396
ball_recoveries,0.10813492063492064
pens_conceded,0.0
fouls,0.008928571428571428
cards_yellow_red,0.0
