position,RM
minutes,1587.0
passes_completed,486.0
passes,664.0
dribbles_completed,23.0
dribbles,40.0
passes_completed_short,234.0
passes_short,283.0
passes_completed_medium,176.0
passes_medium,226.0
passes_completed_long,65.0
passes_long,116.0
passes_total_distance,8604.0
passes_free_kicks,14.0
through_balls,1.0
passes_pressure,164.0
passes_switches,9.0
crosses,38.0
corner_kicks,4.0
passes_intercepted,17.0
passes_blocked,29.0
dispossessed,27.0
goals,3.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,21.0
shots_on_target,8.0
sca,58.0
gca,6.0
xg,2.2
crosses_into_penalty_area,11.0
passes_into_final_third,34.0
passes_into_penalty_area,32.0
progressive_passes,62.0
carry_progressive_distance,2001.0
assisted_shots,27.0
fouled,39.0
pens_won,0.0
tackles,31.0
interceptions,22.0
blocks,26.0
tackles_won,19.0
dribble_tackles,8.0
dribbles_vs,28.0
pressures,385.0
pressure_regains,113.0
clearances,16.0
errors,0.0
aerials_won,18.0
aerials_lost,32.0
ball_recoveries,163.0
pens_conceded,1.0
fouls,26.0
cards_yellow_red,0.0
