position,WB
minutes,2158.0
passes_completed,810.0
passes,1238.0
dribbles_completed,16.0
dribbles,25.0
passes_completed_short,296.0
passes_short,370.0
passes_completed_medium,362.0
passes_medium,495.0
passes_completed_long,145.0
passes_long,333.0
passes_total_distance,16670.0
passes_free_kicks,18.0
through_balls,1.0
passes_pressure,176.0
passes_switches,40.0
crosses,81.0
corner_kicks,6.0
passes_intercepted,22.0
passes_blocked,56.0
dispossessed,15.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,2.0
sca,30.0
gca,0.0
xg,0.0
crosses_into_penalty_area,17.0
passes_into_final_third,65.0
passes_into_penalty_area,31.0
progressive_passes,90.0
carry_progressive_distance,2597.0
assisted_shots,16.0
fouled,22.0
pens_won,0.0
tackles,71.0
interceptions,26.0
blocks,55.0
tackles_won,42.0
dribble_tackles,25.0
dribbles_vs,55.0
pressures,424.0
pressure_regains,115.0
clearances,70.0
errors,1.0
aerials_won,26.0
aerials_lost,22.0
ball_recoveries,230.0
pens_conceded,0.0
fouls,32.0
cards_yellow_red,0.0
