position,LB
minutes,1850.0
passes_completed,619.0
passes,801.0
dribbles_completed,32.0
dribbles,59.0
passes_completed_short,284.0
passes_short,314.0
passes_completed_medium,275.0
passes_medium,339.0
passes_completed_long,51.0
passes_long,117.0
passes_total_distance,10920.0
passes_free_kicks,10.0
through_balls,1.0
passes_pressure,96.0
passes_switches,12.0
crosses,36.0
corner_kicks,1.0
passes_intercepted,8.0
passes_blocked,29.0
dispossessed,40.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,6.0
sca,31.0
gca,2.0
xg,2.1
crosses_into_penalty_area,5.0
passes_into_final_third,21.0
passes_into_penalty_area,17.0
progressive_passes,40.0
carry_progressive_distance,2939.0
assisted_shots,13.0
fouled,25.0
pens_won,0.0
tackles,40.0
interceptions,20.0
blocks,47.0
tackles_won,27.0
dribble_tackles,15.0
dribbles_vs,47.0
pressures,355.0
pressure_regains,97.0
clearances,60.0
errors,0.0
aerials_won,13.0
aerials_lost,16.0
ball_recoveries,148.0
pens_conceded,0.0
fouls,24.0
cards_yellow_red,0.0
