position,WB
minutes,4239.0
passes_completed,1800.0
passes,2264.0
dribbles_completed,84.0
dribbles,119.0
passes_completed_short,770.0
passes_short,872.0
passes_completed_medium,835.0
passes_medium,990.0
passes_completed_long,172.0
passes_long,322.0
passes_total_distance,32535.0
passes_free_kicks,18.0
through_balls,3.0
passes_pressure,314.0
passes_switches,42.0
crosses,65.0
corner_kicks,0.0
passes_intercepted,36.0
passes_blocked,64.0
dispossessed,52.0
goals,0.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,31.0
shots_on_target,8.0
sca,70.0
gca,13.0
xg,0.9
crosses_into_penalty_area,17.0
passes_into_final_third,128.0
passes_into_penalty_area,36.0
progressive_passes,139.0
carry_progressive_distance,7140.0
assisted_shots,32.0
fouled,39.0
pens_won,0.0
tackles,113.0
interceptions,76.0
blocks,121.0
tackles_won,67.0
dribble_tackles,37.0
dribbles_vs,94.0
pressures,733.0
pressure_regains,194.0
clearances,94.0
errors,2.0
aerials_won,34.0
aerials_lost,29.0
ball_recoveries,445.0
pens_conceded,0.0
fouls,97.0
cards_yellow_red,0.0
