position,RM
minutes,1391.0
passes_completed,343.0
passes,499.0
dribbles_completed,13.0
dribbles,20.0
passes_completed_short,147.0
passes_short,197.0
passes_completed_medium,137.0
passes_medium,186.0
passes_completed_long,49.0
passes_long,93.0
passes_total_distance,6468.0
passes_free_kicks,19.0
through_balls,1.0
passes_pressure,89.0
passes_switches,19.0
crosses,29.0
corner_kicks,17.0
passes_intercepted,17.0
passes_blocked,18.0
dispossessed,30.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,3.0
sca,33.0
gca,2.0
xg,0.8
crosses_into_penalty_area,5.0
passes_into_final_third,30.0
passes_into_penalty_area,10.0
progressive_passes,44.0
carry_progressive_distance,1254.0
assisted_shots,13.0
fouled,18.0
pens_won,0.0
tackles,27.0
interceptions,13.0
blocks,21.0
tackles_won,16.0
dribble_tackles,9.0
dribbles_vs,22.0
pressures,499.0
pressure_regains,88.0
clearances,6.0
errors,0.0
aerials_won,10.0
aerials_lost,24.0
ball_recoveries,126.0
pens_conceded,0.0
fouls,33.0
cards_yellow_red,0.0
