position,CM
minutes,1074.0
passes_completed,256.0
passes,331.0
dribbles_completed,8.0
dribbles,14.0
passes_completed_short,112.0
passes_short,133.0
passes_completed_medium,107.0
passes_medium,132.0
passes_completed_long,29.0
passes_long,52.0
passes_total_distance,4621.0
passes_free_kicks,5.0
through_balls,1.0
passes_pressure,67.0
passes_switches,4.0
crosses,6.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,5.0
dispossessed,14.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,1.0
sca,11.0
gca,1.0
xg,1.3
crosses_into_penalty_area,1.0
passes_into_final_third,30.0
passes_into_penalty_area,3.0
progressive_passes,39.0
carry_progressive_distance,865.0
assisted_shots,7.0
fouled,9.0
pens_won,0.0
tackles,25.0
interceptions,11.0
blocks,18.0
tackles_won,19.0
dribble_tackles,11.0
dribbles_vs,26.0
pressures,220.0
pressure_regains,43.0
clearances,21.0
errors,0.0
aerials_won,12.0
aerials_lost,16.0
ball_recoveries,100.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
