position,CM
minutes,1355.0
passes_completed,374.0
passes,529.0
dribbles_completed,20.0
dribbles,33.0
passes_completed_short,191.0
passes_short,239.0
passes_completed_medium,139.0
passes_medium,196.0
passes_completed_long,37.0
passes_long,70.0
passes_total_distance,6300.0
passes_free_kicks,8.0
through_balls,2.0
passes_pressure,132.0
passes_switches,10.0
crosses,13.0
corner_kicks,6.0
passes_intercepted,21.0
passes_blocked,16.0
dispossessed,20.0
goals,4.0
assists,3.0
pens_made,1.0
pens_att,1.0
shots_total,24.0
shots_on_target,8.0
sca,29.0
gca,3.0
xg,2.0
crosses_into_penalty_area,5.0
passes_into_final_third,41.0
passes_into_penalty_area,9.0
progressive_passes,54.0
carry_progressive_distance,1250.0
assisted_shots,13.0
fouled,26.0
pens_won,0.0
tackles,47.0
interceptions,18.0
blocks,32.0
tackles_won,34.0
dribble_tackles,20.0
dribbles_vs,48.0
pressures,433.0
pressure_regains,98.0
clearances,43.0
errors,1.0
aerials_won,57.0
aerials_lost,29.0
ball_recoveries,126.0
pens_conceded,0.0
fouls,39.0
cards_yellow_red,1.0
