position,LM
minutes,355.0
passes_completed,221.0
passes,268.0
dribbles_completed,5.0
dribbles,7.0
passes_completed_short,134.0
passes_short,144.0
passes_completed_medium,71.0
passes_medium,90.0
passes_completed_long,13.0
passes_long,24.0
passes_total_distance,3397.0
passes_free_kicks,3.0
through_balls,2.0
passes_pressure,53.0
passes_switches,8.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,6.0
dispossessed,12.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,11.0
gca,2.0
xg,0.30000000000000004
crosses_into_penalty_area,1.0
passes_into_final_third,10.0
passes_into_penalty_area,4.0
progressive_passes,18.0
carry_progressive_distance,981.0
assisted_shots,5.0
fouled,4.0
pens_won,0.0
tackles,7.0
interceptions,7.0
blocks,6.0
tackles_won,2.0
dribble_tackles,4.0
dribbles_vs,9.0
pressures,101.0
pressure_regains,25.0
clearances,6.0
errors,0.0
aerials_won,5.0
aerials_lost,2.0
ball_recoveries,43.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
