position,FW
minutes,2555.0
passes_completed,589.0
passes,817.0
dribbles_completed,27.0
dribbles,64.0
passes_completed_short,317.0
passes_short,380.0
passes_completed_medium,198.0
passes_medium,263.0
passes_completed_long,63.0
passes_long,116.0
passes_total_distance,9695.0
passes_free_kicks,17.0
through_balls,2.0
passes_pressure,189.0
passes_switches,32.0
crosses,29.0
corner_kicks,35.0
passes_intercepted,17.0
passes_blocked,47.0
dispossessed,44.0
goals,7.0
assists,2.0
pens_made,2.0
pens_att,2.0
shots_total,60.0
shots_on_target,17.0
sca,75.0
gca,6.0
xg,7.999999999999998
crosses_into_penalty_area,5.0
passes_into_final_third,24.0
passes_into_penalty_area,20.0
progressive_passes,43.0
carry_progressive_distance,1890.0
assisted_shots,33.0
fouled,53.0
pens_won,1.0
tackles,19.0
interceptions,5.0
blocks,30.0
tackles_won,13.0
dribble_tackles,3.0
dribbles_vs,18.0
pressures,356.0
pressure_regains,77.0
clearances,14.0
errors,0.0
aerials_won,53.0
aerials_lost,77.0
ball_recoveries,146.0
pens_conceded,0.0
fouls,50.0
cards_yellow_red,1.0
