position,AM
minutes,55
passes_completed,46
passes,49
dribbles_completed,0
dribbles,0
passes_completed_short,27
passes_short,27
passes_completed_medium,12
passes_medium,12
passes_completed_long,7
passes_long,10
passes_total_distance,842
passes_free_kicks,0
through_balls,0
passes_pressure,0
passes_switches,4
crosses,3
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,5
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,4
passes_into_penalty_area,2
progressive_passes,4
carry_progressive_distance,65
assisted_shots,2
fouled,1
pens_won,0
tackles,0
interceptions,0
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,15
pressure_regains,4
clearances,1
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,3
pens_conceded,0
fouls,0
cards_yellow_red,0
