position,AM
minutes,888.0
passes_completed,435.0
passes,541.0
dribbles_completed,13.0
dribbles,28.0
passes_completed_short,224.0
passes_short,251.0
passes_completed_medium,159.0
passes_medium,193.0
passes_completed_long,45.0
passes_long,77.0
passes_total_distance,7401.0
passes_free_kicks,5.0
through_balls,0.0
passes_pressure,81.0
passes_switches,22.0
crosses,14.0
corner_kicks,7.0
passes_intercepted,12.0
passes_blocked,14.0
dispossessed,17.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,1.0
shots_total,15.0
shots_on_target,5.0
sca,31.0
gca,3.0
xg,1.7000000000000002
crosses_into_penalty_area,1.0
passes_into_final_third,46.0
passes_into_penalty_area,13.0
progressive_passes,45.0
carry_progressive_distance,1900.0
assisted_shots,17.0
fouled,18.0
pens_won,0.0
tackles,25.0
interceptions,5.0
blocks,14.0
tackles_won,14.0
dribble_tackles,7.0
dribbles_vs,20.0
pressures,230.0
pressure_regains,61.0
clearances,4.0
errors,0.0
aerials_won,2.0
aerials_lost,14.0
ball_recoveries,103.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,1.0
