position,AM
minutes,522.0
passes_completed,153.0
passes,246.0
dribbles_completed,26.0
dribbles,47.0
passes_completed_short,71.0
passes_short,93.0
passes_completed_medium,47.0
passes_medium,77.0
passes_completed_long,27.0
passes_long,55.0
passes_total_distance,2785.0
passes_free_kicks,4.0
through_balls,1.0
passes_pressure,38.0
passes_switches,13.0
crosses,28.0
corner_kicks,10.0
passes_intercepted,0.0
passes_blocked,20.0
dispossessed,15.0
goals,3.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,3.0
sca,21.0
gca,3.0
xg,1.7000000000000002
crosses_into_penalty_area,3.0
passes_into_final_third,11.0
passes_into_penalty_area,7.0
progressive_passes,20.0
carry_progressive_distance,1044.0
assisted_shots,10.0
fouled,5.0
pens_won,0.0
tackles,4.0
interceptions,6.0
blocks,5.0
tackles_won,3.0
dribble_tackles,1.0
dribbles_vs,7.0
pressures,108.0
pressure_regains,29.0
clearances,1.0
errors,0.0
aerials_won,4.0
aerials_lost,6.0
ball_recoveries,44.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
