position,CB
minutes,1016.0
passes_completed,571.0
passes,656.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,145.0
passes_short,163.0
passes_completed_medium,316.0
passes_medium,344.0
passes_completed_long,106.0
passes_long,141.0
passes_total_distance,12630.0
passes_free_kicks,15.0
through_balls,0.0
passes_pressure,89.0
passes_switches,28.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,5.0
dispossessed,2.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,0.0
sca,8.0
gca,2.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,46.0
passes_into_penalty_area,0.0
progressive_passes,30.0
carry_progressive_distance,1210.0
assisted_shots,3.0
fouled,5.0
pens_won,0.0
tackles,20.0
interceptions,6.0
blocks,24.0
tackles_won,11.0
dribble_tackles,5.0
dribbles_vs,13.0
pressures,134.0
pressure_regains,52.0
clearances,54.0
errors,0.0
aerials_won,22.0
aerials_lost,17.0
ball_recoveries,143.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
