position,RB
minutes,454.0
passes_completed,175.0
passes,240.0
dribbles_completed,5.0
dribbles,10.0
passes_completed_short,88.0
passes_short,101.0
passes_completed_medium,66.0
passes_medium,87.0
passes_completed_long,19.0
passes_long,45.0
passes_total_distance,2998.0
passes_free_kicks,2.0
through_balls,1.0
passes_pressure,50.0
passes_switches,9.0
crosses,18.0
corner_kicks,2.0
passes_intercepted,7.0
passes_blocked,8.0
dispossessed,4.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,11.0
gca,0.0
xg,0.0
crosses_into_penalty_area,4.0
passes_into_final_third,11.0
passes_into_penalty_area,6.0
progressive_passes,19.0
carry_progressive_distance,907.0
assisted_shots,5.0
fouled,5.0
pens_won,0.0
tackles,12.0
interceptions,2.0
blocks,9.0
tackles_won,9.0
dribble_tackles,5.0
dribbles_vs,9.0
pressures,96.0
pressure_regains,23.0
clearances,25.0
errors,1.0
aerials_won,6.0
aerials_lost,7.0
ball_recoveries,41.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
