position,RM
minutes,1220.0
passes_completed,684.0
passes,811.0
dribbles_completed,23.0
dribbles,39.0
passes_completed_short,303.0
passes_short,329.0
passes_completed_medium,274.0
passes_medium,313.0
passes_completed_long,102.0
passes_long,147.0
passes_total_distance,13464.0
passes_free_kicks,4.0
through_balls,2.0
passes_pressure,82.0
passes_switches,53.0
crosses,47.0
corner_kicks,2.0
passes_intercepted,15.0
passes_blocked,17.0
dispossessed,19.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,3.0
sca,54.0
gca,2.0
xg,1.2
crosses_into_penalty_area,12.0
passes_into_final_third,56.0
passes_into_penalty_area,32.0
progressive_passes,83.0
carry_progressive_distance,2960.0
assisted_shots,28.0
fouled,39.0
pens_won,0.0
tackles,23.0
interceptions,11.0
blocks,18.0
tackles_won,13.0
dribble_tackles,6.0
dribbles_vs,29.0
pressures,170.0
pressure_regains,40.0
clearances,7.0
errors,0.0
aerials_won,10.0
aerials_lost,6.0
ball_recoveries,121.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
