position,LB
minutes,1417.0
passes_completed,1045.0
passes,1300.0
dribbles_completed,13.0
dribbles,28.0
passes_completed_short,527.0
passes_short,584.0
passes_completed_medium,418.0
passes_medium,484.0
passes_completed_long,92.0
passes_long,199.0
passes_total_distance,17808.0
passes_free_kicks,15.0
through_balls,5.0
passes_pressure,168.0
passes_switches,26.0
crosses,55.0
corner_kicks,10.0
passes_intercepted,18.0
passes_blocked,43.0
dispossessed,7.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,19.0
shots_on_target,4.0
sca,55.0
gca,3.0
xg,0.6
crosses_into_penalty_area,10.0
passes_into_final_third,66.0
passes_into_penalty_area,37.0
progressive_passes,130.0
carry_progressive_distance,3336.0
assisted_shots,26.0
fouled,17.0
pens_won,0.0
tackles,23.0
interceptions,18.0
blocks,25.0
tackles_won,12.0
dribble_tackles,9.0
dribbles_vs,25.0
pressures,172.0
pressure_regains,39.0
clearances,32.0
errors,0.0
aerials_won,4.0
aerials_lost,6.0
ball_recoveries,139.0
pens_conceded,0.0
fouls,17.0
cards_yellow_red,1.0
