position,LM
minutes,80
passes_completed,51
passes,55
dribbles_completed,4
dribbles,4
passes_completed_short,26
passes_short,27
passes_completed_medium,19
passes_medium,22
passes_completed_long,5
passes_long,5
passes_total_distance,848
passes_free_kicks,0
through_balls,0
passes_pressure,1
passes_switches,2
crosses,1
corner_kicks,1
passes_intercepted,0
passes_blocked,1
dispossessed,0
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,4
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,2
progressive_passes,3
carry_progressive_distance,93
assisted_shots,3
fouled,0
pens_won,0
tackles,0
interceptions,2
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,2
pressures,20
pressure_regains,3
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,8
pens_conceded,0
fouls,1
cards_yellow_red,0
