position,WB
minutes,1101.0
passes_completed,441.0
passes,633.0
dribbles_completed,10.0
dribbles,22.0
passes_completed_short,190.0
passes_short,219.0
passes_completed_medium,176.0
passes_medium,226.0
passes_completed_long,63.0
passes_long,145.0
passes_total_distance,8300.0
passes_free_kicks,16.0
through_balls,0.0
passes_pressure,117.0
passes_switches,24.0
crosses,49.0
corner_kicks,1.0
passes_intercepted,10.0
passes_blocked,34.0
dispossessed,12.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,19.0
gca,2.0
xg,0.0
crosses_into_penalty_area,8.0
passes_into_final_third,29.0
passes_into_penalty_area,14.0
progressive_passes,38.0
carry_progressive_distance,2014.0
assisted_shots,11.0
fouled,10.0
pens_won,0.0
tackles,23.0
interceptions,16.0
blocks,23.0
tackles_won,18.0
dribble_tackles,14.0
dribbles_vs,27.0
pressures,207.0
pressure_regains,58.0
clearances,25.0
errors,0.0
aerials_won,9.0
aerials_lost,16.0
ball_recoveries,108.0
pens_conceded,2.0
fouls,21.0
cards_yellow_red,1.0
