position,CB
minutes,1077.0
passes_completed,491.0
passes,642.0
dribbles_completed,6.0
dribbles,11.0
passes_completed_short,190.0
passes_short,220.0
passes_completed_medium,224.0
passes_medium,276.0
passes_completed_long,73.0
passes_long,128.0
passes_total_distance,9617.0
passes_free_kicks,5.0
through_balls,0.0
passes_pressure,77.0
passes_switches,17.0
crosses,29.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,23.0
dispossessed,3.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,2.0
sca,24.0
gca,3.0
xg,0.1
crosses_into_penalty_area,8.0
passes_into_final_third,47.0
passes_into_penalty_area,18.0
progressive_passes,54.0
carry_progressive_distance,969.0
assisted_shots,14.0
fouled,8.0
pens_won,0.0
tackles,20.0
interceptions,3.0
blocks,24.0
tackles_won,15.0
dribble_tackles,5.0
dribbles_vs,15.0
pressures,145.0
pressure_regains,41.0
clearances,28.0
errors,0.0
aerials_won,9.0
aerials_lost,14.0
ball_recoveries,105.0
pens_conceded,1.0
fouls,11.0
cards_yellow_red,0.0
