position,AM
minutes,1454.0
passes_completed,600.0
passes,808.0
dribbles_completed,25.0
dribbles,46.0
passes_completed_short,282.0
passes_short,330.0
passes_completed_medium,219.0
passes_medium,275.0
passes_completed_long,96.0
passes_long,169.0
passes_total_distance,11181.0
passes_free_kicks,24.0
through_balls,5.0
passes_pressure,123.0
passes_switches,43.0
crosses,36.0
corner_kicks,50.0
passes_intercepted,13.0
passes_blocked,37.0
dispossessed,27.0
goals,2.0
assists,2.0
pens_made,1.0
pens_att,1.0
shots_total,26.0
shots_on_target,5.0
sca,58.0
gca,3.0
xg,2.1
crosses_into_penalty_area,5.0
passes_into_final_third,60.0
passes_into_penalty_area,24.0
progressive_passes,72.0
carry_progressive_distance,2273.0
assisted_shots,35.0
fouled,17.0
pens_won,0.0
tackles,21.0
interceptions,11.0
blocks,15.0
tackles_won,13.0
dribble_tackles,10.0
dribbles_vs,31.0
pressures,302.0
pressure_regains,74.0
clearances,10.0
errors,0.0
aerials_won,9.0
aerials_lost,20.0
ball_recoveries,111.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
