position,LM
minutes,620.0
passes_completed,311.0
passes,418.0
dribbles_completed,8.0
dribbles,12.0
passes_completed_short,146.0
passes_short,176.0
passes_completed_medium,137.0
passes_medium,183.0
passes_completed_long,25.0
passes_long,49.0
passes_total_distance,5279.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,64.0
passes_switches,5.0
crosses,25.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,16.0
dispossessed,3.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,4.0
sca,18.0
gca,3.0
xg,0.6000000000000001
crosses_into_penalty_area,5.0
passes_into_final_third,27.0
passes_into_penalty_area,9.0
progressive_passes,53.0
carry_progressive_distance,872.0
assisted_shots,8.0
fouled,6.0
pens_won,0.0
tackles,19.0
interceptions,7.0
blocks,20.0
tackles_won,13.0
dribble_tackles,9.0
dribbles_vs,21.0
pressures,89.0
pressure_regains,34.0
clearances,10.0
errors,0.0
aerials_won,11.0
aerials_lost,5.0
ball_recoveries,59.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
