position,DM
minutes,2646.0
passes_completed,1457.0
passes,1673.0
dribbles_completed,37.0
dribbles,44.0
passes_completed_short,711.0
passes_short,778.0
passes_completed_medium,611.0
passes_medium,690.0
passes_completed_long,113.0
passes_long,158.0
passes_total_distance,24034.0
passes_free_kicks,66.0
through_balls,0.0
passes_pressure,239.0
passes_switches,24.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,29.0
passes_blocked,26.0
dispossessed,35.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,1.0
sca,46.0
gca,2.0
xg,0.5
crosses_into_penalty_area,1.0
passes_into_final_third,135.0
passes_into_penalty_area,7.0
progressive_passes,126.0
carry_progressive_distance,3665.0
assisted_shots,18.0
fouled,68.0
pens_won,0.0
tackles,56.0
interceptions,26.0
blocks,47.0
tackles_won,35.0
dribble_tackles,23.0
dribbles_vs,67.0
pressures,429.0
pressure_regains,127.0
clearances,64.0
errors,1.0
aerials_won,38.0
aerials_lost,27.0
ball_recoveries,351.0
pens_conceded,0.0
fouls,47.0
cards_yellow_red,0.0
