position,LB
minutes,45
passes_completed,15
passes,23
dribbles_completed,0
dribbles,1
passes_completed_short,7
passes_short,9
passes_completed_medium,7
passes_medium,10
passes_completed_long,1
passes_long,3
passes_total_distance,219
passes_free_kicks,0
through_balls,0
passes_pressure,5
passes_switches,1
crosses,0
corner_kicks,1
passes_intercepted,1
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,1
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,2
carry_progressive_distance,61
assisted_shots,1
fouled,1
pens_won,0
tackles,1
interceptions,0
blocks,1
tackles_won,1
dribble_tackles,0
dribbles_vs,1
pressures,10
pressure_regains,3
clearances,0
errors,0
aerials_won,2
aerials_lost,0
ball_recoveries,2
pens_conceded,0
fouls,1
cards_yellow_red,0
