position,DM
minutes,521.0
passes_completed,154.0
passes,189.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,74.0
passes_short,85.0
passes_completed_medium,67.0
passes_medium,79.0
passes_completed_long,13.0
passes_long,21.0
passes_total_distance,2671.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,37.0
passes_switches,4.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,3.0
dispossessed,12.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,8.0
gca,0.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,12.0
passes_into_penalty_area,1.0
progressive_passes,15.0
carry_progressive_distance,508.0
assisted_shots,2.0
fouled,9.0
pens_won,0.0
tackles,19.0
interceptions,10.0
blocks,7.0
tackles_won,13.0
dribble_tackles,5.0
dribbles_vs,17.0
pressures,137.0
pressure_regains,36.0
clearances,12.0
errors,0.0
aerials_won,2.0
aerials_lost,9.0
ball_recoveries,65.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
