position,CM
minutes,2507.0
passes_completed,1056.0
passes,1274.0
dribbles_completed,21.0
dribbles,45.0
passes_completed_short,588.0
passes_short,666.0
passes_completed_medium,378.0
passes_medium,450.0
passes_completed_long,77.0
passes_long,114.0
passes_total_distance,16767.0
passes_free_kicks,9.0
through_balls,7.0
passes_pressure,263.0
passes_switches,18.0
crosses,19.0
corner_kicks,3.0
passes_intercepted,28.0
passes_blocked,30.0
dispossessed,43.0
goals,3.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,35.0
shots_on_target,14.0
sca,65.0
gca,9.0
xg,2.6000000000000005
crosses_into_penalty_area,6.0
passes_into_final_third,80.0
passes_into_penalty_area,36.0
progressive_passes,113.0
carry_progressive_distance,4131.0
assisted_shots,30.0
fouled,52.0
pens_won,0.0
tackles,77.0
interceptions,15.0
blocks,51.0
tackles_won,49.0
dribble_tackles,23.0
dribbles_vs,90.0
pressures,628.0
pressure_regains,162.0
clearances,13.0
errors,0.0
aerials_won,19.0
aerials_lost,30.0
ball_recoveries,246.0
pens_conceded,0.0
fouls,45.0
cards_yellow_red,0.0
