position,RW
minutes,83
passes_completed,30
passes,32
dribbles_completed,1
dribbles,3
passes_completed_short,14
passes_short,15
passes_completed_medium,15
passes_medium,15
passes_completed_long,0
passes_long,1
passes_total_distance,454
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,1
progressive_passes,4
carry_progressive_distance,138
assisted_shots,0
fouled,0
pens_won,0
tackles,4
interceptions,0
blocks,5
tackles_won,3
dribble_tackles,3
dribbles_vs,6
pressures,9
pressure_regains,1
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,6
pens_conceded,0
fouls,3
cards_yellow_red,0
