position,LW
minutes,405.0
passes_completed,93.0
passes,150.0
dribbles_completed,10.0
dribbles,21.0
passes_completed_short,51.0
passes_short,70.0
passes_completed_medium,29.0
passes_medium,45.0
passes_completed_long,11.0
passes_long,25.0
passes_total_distance,1630.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,31.0
passes_switches,8.0
crosses,15.0
corner_kicks,4.0
passes_intercepted,6.0
passes_blocked,12.0
dispossessed,13.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,17.0
shots_on_target,8.0
sca,18.0
gca,1.0
xg,1.0
crosses_into_penalty_area,4.0
passes_into_final_third,9.0
passes_into_penalty_area,10.0
progressive_passes,19.0
carry_progressive_distance,931.0
assisted_shots,6.0
fouled,7.0
pens_won,0.0
tackles,5.0
interceptions,0.0
blocks,12.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,7.0
pressures,72.0
pressure_regains,15.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,6.0
ball_recoveries,33.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
