position,LM
minutes,399.0
passes_completed,180.0
passes,235.0
dribbles_completed,5.0
dribbles,6.0
passes_completed_short,81.0
passes_short,96.0
passes_completed_medium,76.0
passes_medium,94.0
passes_completed_long,21.0
passes_long,38.0
passes_total_distance,3303.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,22.0
passes_switches,8.0
crosses,15.0
corner_kicks,0.0
passes_intercepted,11.0
passes_blocked,9.0
dispossessed,8.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,7.0
gca,0.0
xg,0.1
crosses_into_penalty_area,3.0
passes_into_final_third,2.0
passes_into_penalty_area,5.0
progressive_passes,8.0
carry_progressive_distance,549.0
assisted_shots,5.0
fouled,5.0
pens_won,0.0
tackles,8.0
interceptions,2.0
blocks,11.0
tackles_won,4.0
dribble_tackles,4.0
dribbles_vs,6.0
pressures,74.0
pressure_regains,26.0
clearances,9.0
errors,0.0
aerials_won,1.0
aerials_lost,6.0
ball_recoveries,30.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
