position,LM
minutes,356.0
passes_completed,156.0
passes,222.0
dribbles_completed,8.0
dribbles,11.0
passes_completed_short,71.0
passes_short,85.0
passes_completed_medium,54.0
passes_medium,69.0
passes_completed_long,31.0
passes_long,64.0
passes_total_distance,3244.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,71.0
passes_switches,15.0
crosses,8.0
corner_kicks,16.0
passes_intercepted,5.0
passes_blocked,6.0
dispossessed,12.0
goals,2.0
assists,1.0
pens_made,1.0
pens_att,1.0
shots_total,7.0
shots_on_target,3.0
sca,18.0
gca,2.0
xg,1.0
crosses_into_penalty_area,0.0
passes_into_final_third,18.0
passes_into_penalty_area,6.0
progressive_passes,31.0
carry_progressive_distance,828.0
assisted_shots,14.0
fouled,10.0
pens_won,0.0
tackles,2.0
interceptions,5.0
blocks,7.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,5.0
pressures,66.0
pressure_regains,18.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,2.0
ball_recoveries,25.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
