position,DM
minutes,29
passes_completed,13
passes,17
dribbles_completed,1
dribbles,2
passes_completed_short,10
passes_short,13
passes_completed_medium,3
passes_medium,3
passes_completed_long,0
passes_long,1
passes_total_distance,166
passes_free_kicks,3
through_balls,0
passes_pressure,4
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,1
carry_progressive_distance,100
assisted_shots,0
fouled,4
pens_won,0
tackles,4
interceptions,0
blocks,0
tackles_won,3
dribble_tackles,2
dribbles_vs,2
pressures,8
pressure_regains,4
clearances,0
errors,0
aerials_won,2
aerials_lost,1
ball_recoveries,3
pens_conceded,0
fouls,1
cards_yellow_red,0
