position,AM
minutes,429.0
passes_completed,122.0
passes,213.0
dribbles_completed,4.0
dribbles,7.0
passes_completed_short,51.0
passes_short,70.0
passes_completed_medium,38.0
passes_medium,59.0
passes_completed_long,31.0
passes_long,69.0
passes_total_distance,2610.0
passes_free_kicks,23.0
through_balls,0.0
passes_pressure,26.0
passes_switches,20.0
crosses,26.0
corner_kicks,18.0
passes_intercepted,5.0
passes_blocked,13.0
dispossessed,8.0
goals,3.0
assists,0.0
pens_made,2.0
pens_att,2.0
shots_total,18.0
shots_on_target,6.0
sca,30.0
gca,1.0
xg,2.3000000000000003
crosses_into_penalty_area,4.0
passes_into_final_third,11.0
passes_into_penalty_area,6.0
progressive_passes,13.0
carry_progressive_distance,497.0
assisted_shots,12.0
fouled,22.0
pens_won,1.0
tackles,3.0
interceptions,6.0
blocks,14.0
tackles_won,1.0
dribble_tackles,2.0
dribbles_vs,5.0
pressures,81.0
pressure_regains,19.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,7.0
ball_recoveries,42.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
