position,WB
minutes,1299.0
passes_completed,314.0
passes,441.0
dribbles_completed,16.0
dribbles,38.0
passes_completed_short,154.0
passes_short,186.0
passes_completed_medium,110.0
passes_medium,153.0
passes_completed_long,43.0
passes_long,79.0
passes_total_distance,5634.0
passes_free_kicks,9.0
through_balls,0.0
passes_pressure,59.0
passes_switches,24.0
crosses,43.0
corner_kicks,31.0
passes_intercepted,13.0
passes_blocked,20.0
dispossessed,23.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,29.0
shots_on_target,9.0
sca,53.0
gca,4.0
xg,2.5000000000000004
crosses_into_penalty_area,6.0
passes_into_final_third,30.0
passes_into_penalty_area,19.0
progressive_passes,48.0
carry_progressive_distance,2132.0
assisted_shots,26.0
fouled,25.0
pens_won,0.0
tackles,17.0
interceptions,3.0
blocks,26.0
tackles_won,11.0
dribble_tackles,3.0
dribbles_vs,19.0
pressures,253.0
pressure_regains,73.0
clearances,6.0
errors,0.0
aerials_won,7.0
aerials_lost,11.0
ball_recoveries,79.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
