position,LB
minutes,90
passes_completed,45
passes,56
dribbles_completed,3
dribbles,3
passes_completed_short,11
passes_short,12
passes_completed_medium,26
passes_medium,28
passes_completed_long,7
passes_long,14
passes_total_distance,887
passes_free_kicks,1
through_balls,0
passes_pressure,2
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,1
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,4
passes_into_penalty_area,0
progressive_passes,7
carry_progressive_distance,137
assisted_shots,0
fouled,1
pens_won,0
tackles,3
interceptions,0
blocks,3
tackles_won,2
dribble_tackles,1
dribbles_vs,1
pressures,19
pressure_regains,6
clearances,5
errors,0
aerials_won,2
aerials_lost,4
ball_recoveries,15
pens_conceded,0
fouls,2
cards_yellow_red,0
