position,DM
minutes,316.0
passes_completed,192.0
passes,221.0
dribbles_completed,6.0
dribbles,8.0
passes_completed_short,78.0
passes_short,91.0
passes_completed_medium,84.0
passes_medium,90.0
passes_completed_long,28.0
passes_long,37.0
passes_total_distance,3699.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,43.0
passes_switches,6.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,3.0
dispossessed,7.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,4.0
gca,0.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,15.0
passes_into_penalty_area,3.0
progressive_passes,13.0
carry_progressive_distance,531.0
assisted_shots,4.0
fouled,1.0
pens_won,0.0
tackles,11.0
interceptions,12.0
blocks,5.0
tackles_won,6.0
dribble_tackles,5.0
dribbles_vs,10.0
pressures,74.0
pressure_regains,21.0
clearances,10.0
errors,1.0
aerials_won,5.0
aerials_lost,2.0
ball_recoveries,37.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
