position,RW
minutes,172.0
passes_completed,32.0
passes,48.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,13.0
passes_short,15.0
passes_completed_medium,12.0
passes_medium,19.0
passes_completed_long,4.0
passes_long,10.0
passes_total_distance,551.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,6.0
passes_switches,3.0
crosses,2.0
corner_kicks,5.0
passes_intercepted,1.0
passes_blocked,0.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,6.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,1.0
progressive_passes,7.0
carry_progressive_distance,141.0
assisted_shots,4.0
fouled,4.0
pens_won,0.0
tackles,1.0
interceptions,1.0
blocks,2.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,39.0
pressure_regains,6.0
clearances,3.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,7.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
