position,DM
minutes,2617.0
passes_completed,1484.0
passes,1702.0
dribbles_completed,19.0
dribbles,25.0
passes_completed_short,625.0
passes_short,685.0
passes_completed_medium,626.0
passes_medium,716.0
passes_completed_long,218.0
passes_long,266.0
passes_total_distance,28070.0
passes_free_kicks,29.0
through_balls,1.0
passes_pressure,316.0
passes_switches,44.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,20.0
passes_blocked,18.0
dispossessed,13.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,25.0
shots_on_target,4.0
sca,48.0
gca,2.0
xg,1.7999999999999998
crosses_into_penalty_area,1.0
passes_into_final_third,168.0
passes_into_penalty_area,12.0
progressive_passes,156.0
carry_progressive_distance,2379.0
assisted_shots,20.0
fouled,15.0
pens_won,0.0
tackles,64.0
interceptions,23.0
blocks,52.0
tackles_won,45.0
dribble_tackles,22.0
dribbles_vs,51.0
pressures,479.0
pressure_regains,123.0
clearances,48.0
errors,0.0
aerials_won,92.0
aerials_lost,33.0
ball_recoveries,314.0
pens_conceded,0.0
fouls,33.0
cards_yellow_red,0.0
