position,WB
minutes,963.0
passes_completed,473.0
passes,678.0
dribbles_completed,2.0
dribbles,6.0
passes_completed_short,180.0
passes_short,207.0
passes_completed_medium,204.0
passes_medium,248.0
passes_completed_long,84.0
passes_long,203.0
passes_total_distance,9679.0
passes_free_kicks,20.0
through_balls,1.0
passes_pressure,106.0
passes_switches,25.0
crosses,59.0
corner_kicks,21.0
passes_intercepted,13.0
passes_blocked,23.0
dispossessed,5.0
goals,1.0
assists,2.0
pens_made,1.0
pens_att,1.0
shots_total,7.0
shots_on_target,0.0
sca,24.0
gca,2.0
xg,1.0
crosses_into_penalty_area,15.0
passes_into_final_third,61.0
passes_into_penalty_area,20.0
progressive_passes,66.0
carry_progressive_distance,1059.0
assisted_shots,15.0
fouled,7.0
pens_won,0.0
tackles,17.0
interceptions,7.0
blocks,17.0
tackles_won,8.0
dribble_tackles,12.0
dribbles_vs,33.0
pressures,186.0
pressure_regains,36.0
clearances,25.0
errors,0.0
aerials_won,2.0
aerials_lost,11.0
ball_recoveries,76.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
