position,CB
minutes,1823.0
passes_completed,694.0
passes,829.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,136.0
passes_short,151.0
passes_completed_medium,392.0
passes_medium,438.0
passes_completed_long,163.0
passes_long,232.0
passes_total_distance,16133.0
passes_free_kicks,18.0
through_balls,0.0
passes_pressure,82.0
passes_switches,21.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,6.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,3.0
sca,4.0
gca,1.0
xg,0.3
crosses_into_penalty_area,0.0
passes_into_final_third,26.0
passes_into_penalty_area,2.0
progressive_passes,25.0
carry_progressive_distance,1287.0
assisted_shots,1.0
fouled,10.0
pens_won,0.0
tackles,21.0
interceptions,18.0
blocks,23.0
tackles_won,17.0
dribble_tackles,11.0
dribbles_vs,22.0
pressures,137.0
pressure_regains,40.0
clearances,106.0
errors,2.0
aerials_won,26.0
aerials_lost,27.0
ball_recoveries,217.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
