position,LM
minutes,107.0
passes_completed,38.0
passes,55.0
dribbles_completed,7.0
dribbles,8.0
passes_completed_short,16.0
passes_short,19.0
passes_completed_medium,17.0
passes_medium,21.0
passes_completed_long,5.0
passes_long,14.0
passes_total_distance,783.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,15.0
passes_switches,4.0
crosses,8.0
corner_kicks,3.0
passes_intercepted,2.0
passes_blocked,2.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,0.0
sca,7.0
gca,1.0
xg,0.2
crosses_into_penalty_area,1.0
passes_into_final_third,2.0
passes_into_penalty_area,2.0
progressive_passes,4.0
carry_progressive_distance,293.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,1.0
interceptions,1.0
blocks,3.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,21.0
pressure_regains,3.0
clearances,2.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,6.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
