position,CM
minutes,1969.0
passes_completed,669.0
passes,816.0
dribbles_completed,51.0
dribbles,74.0
passes_completed_short,297.0
passes_short,356.0
passes_completed_medium,269.0
passes_medium,310.0
passes_completed_long,83.0
passes_long,105.0
passes_total_distance,11974.0
passes_free_kicks,10.0
through_balls,0.0
passes_pressure,157.0
passes_switches,29.0
crosses,9.0
corner_kicks,2.0
passes_intercepted,10.0
passes_blocked,22.0
dispossessed,34.0
goals,2.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,22.0
shots_on_target,8.0
sca,55.0
gca,4.0
xg,0.8999999999999999
crosses_into_penalty_area,3.0
passes_into_final_third,59.0
passes_into_penalty_area,10.0
progressive_passes,76.0
carry_progressive_distance,2351.0
assisted_shots,25.0
fouled,41.0
pens_won,0.0
tackles,37.0
interceptions,17.0
blocks,45.0
tackles_won,27.0
dribble_tackles,14.0
dribbles_vs,37.0
pressures,388.0
pressure_regains,107.0
clearances,15.0
errors,0.0
aerials_won,44.0
aerials_lost,51.0
ball_recoveries,234.0
pens_conceded,1.0
fouls,43.0
cards_yellow_red,0.0
