position,RB
minutes,1950.0
passes_completed,1194.0
passes,1476.0
dribbles_completed,16.0
dribbles,40.0
passes_completed_short,506.0
passes_short,546.0
passes_completed_medium,556.0
passes_medium,658.0
passes_completed_long,112.0
passes_long,222.0
passes_total_distance,21497.0
passes_free_kicks,20.0
through_balls,4.0
passes_pressure,219.0
passes_switches,28.0
crosses,52.0
corner_kicks,1.0
passes_intercepted,25.0
passes_blocked,39.0
dispossessed,18.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,2.0
sca,45.0
gca,5.0
xg,0.6
crosses_into_penalty_area,14.0
passes_into_final_third,114.0
passes_into_penalty_area,21.0
progressive_passes,107.0
carry_progressive_distance,3767.0
assisted_shots,19.0
fouled,20.0
pens_won,0.0
tackles,79.0
interceptions,22.0
blocks,56.0
tackles_won,43.0
dribble_tackles,37.0
dribbles_vs,76.0
pressures,364.0
pressure_regains,105.0
clearances,69.0
errors,1.0
aerials_won,13.0
aerials_lost,15.0
ball_recoveries,203.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
