position,CB
minutes,3150.0
passes_completed,2227.0
passes,2400.0
dribbles_completed,11.0
dribbles,15.0
passes_completed_short,787.0
passes_short,821.0
passes_completed_medium,1123.0
passes_medium,1180.0
passes_completed_long,307.0
passes_long,378.0
passes_total_distance,43957.0
passes_free_kicks,65.0
through_balls,1.0
passes_pressure,277.0
passes_switches,63.0
crosses,1.0
corner_kicks,1.0
passes_intercepted,18.0
passes_blocked,9.0
dispossessed,8.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,3.0
sca,19.0
gca,1.0
xg,0.7999999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,129.0
passes_into_penalty_area,5.0
progressive_passes,130.0
carry_progressive_distance,5441.0
assisted_shots,6.0
fouled,31.0
pens_won,0.0
tackles,66.0
interceptions,19.0
blocks,55.0
tackles_won,44.0
dribble_tackles,33.0
dribbles_vs,61.0
pressures,233.0
pressure_regains,85.0
clearances,149.0
errors,1.0
aerials_won,56.0
aerials_lost,38.0
ball_recoveries,400.0
pens_conceded,1.0
fouls,41.0
cards_yellow_red,0.0
