position,FW
minutes,602.0
passes_completed,113.0
passes,172.0
dribbles_completed,4.0
dribbles,6.0
passes_completed_short,71.0
passes_short,93.0
passes_completed_medium,30.0
passes_medium,50.0
passes_completed_long,6.0
passes_long,12.0
passes_total_distance,1620.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,40.0
passes_switches,6.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,11.0
dispossessed,6.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,8.0
sca,12.0
gca,1.0
xg,2.6
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,2.0
progressive_passes,11.0
carry_progressive_distance,305.0
assisted_shots,4.0
fouled,13.0
pens_won,0.0
tackles,11.0
interceptions,3.0
blocks,8.0
tackles_won,9.0
dribble_tackles,3.0
dribbles_vs,9.0
pressures,179.0
pressure_regains,39.0
clearances,8.0
errors,0.0
aerials_won,19.0
aerials_lost,34.0
ball_recoveries,23.0
pens_conceded,1.0
fouls,12.0
cards_yellow_red,0.0
