position,LB
minutes,90
passes_completed,23
passes,30
dribbles_completed,2
dribbles,4
passes_completed_short,11
passes_short,13
passes_completed_medium,9
passes_medium,14
passes_completed_long,3
passes_long,3
passes_total_distance,399
passes_free_kicks,1
through_balls,0
passes_pressure,7
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,80
assisted_shots,0
fouled,0
pens_won,0
tackles,5
interceptions,3
blocks,4
tackles_won,2
dribble_tackles,4
dribbles_vs,5
pressures,23
pressure_regains,3
clearances,5
errors,0
aerials_won,3
aerials_lost,2
ball_recoveries,4
pens_conceded,0
fouls,3
cards_yellow_red,0
