position,RW
minutes,2184.0
passes_completed,940.0
passes,1283.0
dribbles_completed,41.0
dribbles,71.0
passes_completed_short,405.0
passes_short,506.0
passes_completed_medium,398.0
passes_medium,495.0
passes_completed_long,121.0
passes_long,235.0
passes_total_distance,17398.0
passes_free_kicks,27.0
through_balls,5.0
passes_pressure,209.0
passes_switches,49.0
crosses,104.0
corner_kicks,81.0
passes_intercepted,34.0
passes_blocked,47.0
dispossessed,50.0
goals,5.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,66.0
shots_on_target,22.0
sca,111.0
gca,11.0
xg,3.9000000000000004
crosses_into_penalty_area,18.0
passes_into_final_third,55.0
passes_into_penalty_area,59.0
progressive_passes,113.0
carry_progressive_distance,5778.0
assisted_shots,59.0
fouled,43.0
pens_won,1.0
tackles,16.0
interceptions,14.0
blocks,21.0
tackles_won,7.0
dribble_tackles,5.0
dribbles_vs,30.0
pressures,419.0
pressure_regains,94.0
clearances,7.0
errors,0.0
aerials_won,4.0
aerials_lost,20.0
ball_recoveries,158.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
