position,RW
minutes,1424.0
passes_completed,487.0
passes,707.0
dribbles_completed,50.0
dribbles,87.0
passes_completed_short,265.0
passes_short,317.0
passes_completed_medium,162.0
passes_medium,238.0
passes_completed_long,53.0
passes_long,107.0
passes_total_distance,8072.0
passes_free_kicks,1.0
through_balls,3.0
passes_pressure,129.0
passes_switches,21.0
crosses,67.0
corner_kicks,1.0
passes_intercepted,22.0
passes_blocked,43.0
dispossessed,41.0
goals,4.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,55.0
shots_on_target,25.0
sca,48.0
gca,8.0
xg,6.0
crosses_into_penalty_area,11.0
passes_into_final_third,26.0
passes_into_penalty_area,29.0
progressive_passes,60.0
carry_progressive_distance,3898.0
assisted_shots,24.0
fouled,14.0
pens_won,1.0
tackles,19.0
interceptions,8.0
blocks,18.0
tackles_won,11.0
dribble_tackles,4.0
dribbles_vs,30.0
pressures,297.0
pressure_regains,99.0
clearances,3.0
errors,0.0
aerials_won,2.0
aerials_lost,7.0
ball_recoveries,103.0
pens_conceded,0.0
fouls,22.0
cards_yellow_red,0.0
