position,FW
minutes,1854.0
passes_completed,287.0
passes,370.0
dribbles_completed,25.0
dribbles,47.0
passes_completed_short,150.0
passes_short,179.0
passes_completed_medium,106.0
passes_medium,135.0
passes_completed_long,19.0
passes_long,28.0
passes_total_distance,4599.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,132.0
passes_switches,13.0
crosses,11.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,13.0
dispossessed,38.0
goals,13.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,61.0
shots_on_target,24.0
sca,59.0
gca,11.0
xg,9.400000000000002
crosses_into_penalty_area,0.0
passes_into_final_third,14.0
passes_into_penalty_area,6.0
progressive_passes,13.0
carry_progressive_distance,1086.0
assisted_shots,19.0
fouled,62.0
pens_won,0.0
tackles,14.0
interceptions,7.0
blocks,17.0
tackles_won,11.0
dribble_tackles,3.0
dribbles_vs,9.0
pressures,403.0
pressure_regains,106.0
clearances,16.0
errors,0.0
aerials_won,50.0
aerials_lost,88.0
ball_recoveries,88.0
pens_conceded,0.0
fouls,55.0
cards_yellow_red,0.0
