position,FW
minutes,1740.0
passes_completed,434.0
passes,603.0
dribbles_completed,42.0
dribbles,65.0
passes_completed_short,247.0
passes_short,309.0
passes_completed_medium,132.0
passes_medium,176.0
passes_completed_long,41.0
passes_long,65.0
passes_total_distance,6839.0
passes_free_kicks,0.0
through_balls,8.0
passes_pressure,171.0
passes_switches,11.0
crosses,32.0
corner_kicks,6.0
passes_intercepted,13.0
passes_blocked,46.0
dispossessed,45.0
goals,9.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,63.0
shots_on_target,28.0
sca,74.0
gca,11.0
xg,8.2
crosses_into_penalty_area,7.0
passes_into_final_third,38.0
passes_into_penalty_area,27.0
progressive_passes,61.0
carry_progressive_distance,2022.0
assisted_shots,33.0
fouled,28.0
pens_won,0.0
tackles,12.0
interceptions,6.0
blocks,20.0
tackles_won,7.0
dribble_tackles,5.0
dribbles_vs,22.0
pressures,313.0
pressure_regains,72.0
clearances,5.0
errors,0.0
aerials_won,16.0
aerials_lost,49.0
ball_recoveries,96.0
pens_conceded,0.0
fouls,22.0
cards_yellow_red,2.0
