position,GK
minutes,810.0
passes_completed,241.0
passes,344.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,42.0
passes_short,42.0
passes_completed_medium,91.0
passes_medium,92.0
passes_completed_long,108.0
passes_long,210.0
passes_total_distance,8172.0
passes_free_kicks,18.0
through_balls,0.0
passes_pressure,48.0
passes_switches,4.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,0.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,0.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,12.0
passes_into_penalty_area,2.0
progressive_passes,1.0
carry_progressive_distance,576.0
assisted_shots,0.0
fouled,1.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,2.0
pressure_regains,0.0
clearances,1.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,56.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
