position,RB
minutes,1175.0
passes_completed,336.0
passes,507.0
dribbles_completed,6.0
dribbles,11.0
passes_completed_short,147.0
passes_short,180.0
passes_completed_medium,142.0
passes_medium,198.0
passes_completed_long,38.0
passes_long,94.0
passes_total_distance,6179.0
passes_free_kicks,6.0
through_balls,1.0
passes_pressure,90.0
passes_switches,8.0
crosses,15.0
corner_kicks,0.0
passes_intercepted,18.0
passes_blocked,30.0
dispossessed,10.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,11.0
gca,2.0
xg,0.3
crosses_into_penalty_area,4.0
passes_into_final_third,40.0
passes_into_penalty_area,12.0
progressive_passes,47.0
carry_progressive_distance,935.0
assisted_shots,5.0
fouled,9.0
pens_won,0.0
tackles,46.0
interceptions,11.0
blocks,35.0
tackles_won,24.0
dribble_tackles,21.0
dribbles_vs,36.0
pressures,192.0
pressure_regains,57.0
clearances,38.0
errors,0.0
aerials_won,23.0
aerials_lost,19.0
ball_recoveries,130.0
pens_conceded,1.0
fouls,17.0
cards_yellow_red,0.0
