position,WB
minutes,1783.0
passes_completed,999.0
passes,1285.0
dribbles_completed,12.0
dribbles,27.0
passes_completed_short,452.0
passes_short,525.0
passes_completed_medium,409.0
passes_medium,507.0
passes_completed_long,108.0
passes_long,160.0
passes_total_distance,17506.0
passes_free_kicks,26.0
through_balls,1.0
passes_pressure,210.0
passes_switches,30.0
crosses,34.0
corner_kicks,0.0
passes_intercepted,35.0
passes_blocked,62.0
dispossessed,15.0
goals,3.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,21.0
shots_on_target,6.0
sca,37.0
gca,6.0
xg,2.3000000000000003
crosses_into_penalty_area,7.0
passes_into_final_third,58.0
passes_into_penalty_area,20.0
progressive_passes,96.0
carry_progressive_distance,2651.0
assisted_shots,14.0
fouled,27.0
pens_won,0.0
tackles,66.0
interceptions,29.0
blocks,37.0
tackles_won,38.0
dribble_tackles,23.0
dribbles_vs,44.0
pressures,293.0
pressure_regains,110.0
clearances,80.0
errors,0.0
aerials_won,49.0
aerials_lost,13.0
ball_recoveries,214.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
