position,LM
minutes,90
passes_completed,21
passes,28
dribbles_completed,1
dribbles,2
passes_completed_short,12
passes_short,15
passes_completed_medium,6
passes_medium,7
passes_completed_long,2
passes_long,2
passes_total_distance,315
passes_free_kicks,0
through_balls,0
passes_pressure,7
passes_switches,0
crosses,2
corner_kicks,0
passes_intercepted,1
passes_blocked,4
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,0
sca,3
gca,1
xg,0.1
crosses_into_penalty_area,1
passes_into_final_third,0
passes_into_penalty_area,3
progressive_passes,3
carry_progressive_distance,142
assisted_shots,1
fouled,3
pens_won,0
tackles,5
interceptions,1
blocks,0
tackles_won,2
dribble_tackles,1
dribbles_vs,1
pressures,23
pressure_regains,6
clearances,0
errors,0
aerials_won,2
aerials_lost,4
ball_recoveries,4
pens_conceded,0
fouls,0
cards_yellow_red,0
