position,LB
minutes,1336.0
passes_completed,665.0
passes,845.0
dribbles_completed,20.0
dribbles,31.0
passes_completed_short,314.0
passes_short,361.0
passes_completed_medium,275.0
passes_medium,331.0
passes_completed_long,67.0
passes_long,112.0
passes_total_distance,11664.0
passes_free_kicks,24.0
through_balls,3.0
passes_pressure,124.0
passes_switches,8.0
crosses,20.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,46.0
dispossessed,16.0
goals,5.0
assists,3.0
pens_made,2.0
pens_att,2.0
shots_total,17.0
shots_on_target,7.0
sca,21.0
gca,5.0
xg,3.1999999999999997
crosses_into_penalty_area,3.0
passes_into_final_third,37.0
passes_into_penalty_area,6.0
progressive_passes,49.0
carry_progressive_distance,1771.0
assisted_shots,12.0
fouled,23.0
pens_won,0.0
tackles,29.0
interceptions,27.0
blocks,46.0
tackles_won,14.0
dribble_tackles,12.0
dribbles_vs,28.0
pressures,192.0
pressure_regains,53.0
clearances,55.0
errors,1.0
aerials_won,39.0
aerials_lost,22.0
ball_recoveries,141.0
pens_conceded,1.0
fouls,25.0
cards_yellow_red,1.0
