position,DM
minutes,1373.0
passes_completed,494.0
passes,613.0
dribbles_completed,19.0
dribbles,32.0
passes_completed_short,179.0
passes_short,209.0
passes_completed_medium,226.0
passes_medium,261.0
passes_completed_long,82.0
passes_long,121.0
passes_total_distance,9965.0
passes_free_kicks,16.0
through_balls,1.0
passes_pressure,129.0
passes_switches,16.0
crosses,7.0
corner_kicks,4.0
passes_intercepted,13.0
passes_blocked,15.0
dispossessed,19.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,3.0
sca,32.0
gca,4.0
xg,0.8
crosses_into_penalty_area,1.0
passes_into_final_third,42.0
passes_into_penalty_area,12.0
progressive_passes,63.0
carry_progressive_distance,1498.0
assisted_shots,20.0
fouled,22.0
pens_won,1.0
tackles,40.0
interceptions,14.0
blocks,22.0
tackles_won,22.0
dribble_tackles,14.0
dribbles_vs,49.0
pressures,371.0
pressure_regains,99.0
clearances,31.0
errors,1.0
aerials_won,26.0
aerials_lost,28.0
ball_recoveries,174.0
pens_conceded,0.0
fouls,41.0
cards_yellow_red,0.0
