position,CB
minutes,77.0
passes_completed,68.0
passes,74.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,25.0
passes_short,26.0
passes_completed_medium,31.0
passes_medium,33.0
passes_completed_long,12.0
passes_long,13.0
passes_total_distance,1401.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,3.0
passes_switches,5.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,2.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,0.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,1.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,108.0
assisted_shots,0.0
fouled,0.0
pens_won,0.0
tackles,0.0
interceptions,2.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,7.0
pressure_regains,0.0
clearances,4.0
errors,0.0
aerials_won,0.0
aerials_lost,3.0
ball_recoveries,6.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
