position,RW
minutes,372.0
passes_completed,54.0
passes,100.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,31.0
passes_short,43.0
passes_completed_medium,17.0
passes_medium,28.0
passes_completed_long,5.0
passes_long,18.0
passes_total_distance,875.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,32.0
passes_switches,4.0
crosses,8.0
corner_kicks,1.0
passes_intercepted,1.0
passes_blocked,11.0
dispossessed,14.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,1.0
shots_total,8.0
shots_on_target,3.0
sca,6.0
gca,0.0
xg,1.8
crosses_into_penalty_area,2.0
passes_into_final_third,6.0
passes_into_penalty_area,2.0
progressive_passes,5.0
carry_progressive_distance,269.0
assisted_shots,2.0
fouled,5.0
pens_won,0.0
tackles,9.0
interceptions,5.0
blocks,14.0
tackles_won,3.0
dribble_tackles,0.0
dribbles_vs,10.0
pressures,110.0
pressure_regains,28.0
clearances,7.0
errors,0.0
aerials_won,16.0
aerials_lost,11.0
ball_recoveries,28.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,1.0
