position,RW
minutes,617.0
passes_completed,122.0
passes,191.0
dribbles_completed,6.0
dribbles,8.0
passes_completed_short,73.0
passes_short,101.0
passes_completed_medium,37.0
passes_medium,58.0
passes_completed_long,8.0
passes_long,20.0
passes_total_distance,1846.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,56.0
passes_switches,3.0
crosses,5.0
corner_kicks,1.0
passes_intercepted,8.0
passes_blocked,6.0
dispossessed,10.0
goals,2.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,15.0
shots_on_target,6.0
sca,10.0
gca,1.0
xg,1.4000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,2.0
progressive_passes,8.0
carry_progressive_distance,545.0
assisted_shots,7.0
fouled,5.0
pens_won,0.0
tackles,8.0
interceptions,3.0
blocks,6.0
tackles_won,4.0
dribble_tackles,3.0
dribbles_vs,12.0
pressures,175.0
pressure_regains,42.0
clearances,9.0
errors,0.0
aerials_won,21.0
aerials_lost,19.0
ball_recoveries,66.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
